ID,Dt_Customer,Recency,Complain
6.928887303222247,2022-05-21,5.775779812444669,1.7091182919264036
7.060292689230817,2023-04-06,9.57286617447502,-1.023661828582474
15.634466130967857,2022-07-29,5.532004105317006,1.6405133479346337
7.269293652253902,2023-01-14,4.289721550743989,2.175726953090123
,2022-08-24,4.811482092797319,0.7869633957497759
10.948241216062764,2022-11-14,4.620013348323262,0.0773805465991449
9.467513825174688,2023-10-14,7.796855688734601,3.324034629758555
,2022-03-23,1.4710443240445303,-0.2396603450120015
7.348704600793203,2023-03-26,6.689086977157229,-0.0855310541150968
6.588037893900637,2022-08-27,1.2487966926268166,-0.3649667780054177
9.14684317855416,2021-11-28,3.931372911797462,0.7191301939277586
,2021-07-17,6.522124756321334,
23.30722667841552,2022-12-19,3.865363897921413,-1.8951318827593653
9.647006815143572,2023-06-06,4.043002395449017,0.3941324959277381
7.360194408441056,2023-03-13,8.06170162070807,-1.1445935625345935
9.16585239026453,2021-02-12,4.770303232281719,-3.396614986218792
8.354892921236475,2023-02-09,5.267230152362363,1.4967451373311855
11.06317233497596,2022-11-25,4.714370052461018,-2.3269590901697232
8.062303332382136,2022-08-21,5.365815388293762,-0.2962535688915019
10.00435216434087,2023-08-24,3.4401440573130597,-0.0793262639010603
7.4407924338886975,2021-07-06,6.955948229306949,2.827320022084166
6.617886471626159,2021-01-28,5.574500044097011,-0.5953578544361658
7.848295348179244,2023-05-09,5.546416256416879,2.0077914735664724
9.083660424034145,2022-01-02,4.9134883030629375,-0.2386725792653629
9.64411707482895,2021-05-10,0.8928419922676927,1.543052363979055
7.578475157917968,2021-04-14,6.588181464374595,-0.0725000099210915
8.976719587556753,2021-10-17,8.891930204512738,1.8218141355179025
8.474757412260761,2021-03-01,2.0108228522500573,0.0587848807844996
9.153831585470796,2023-05-14,5.506692912197737,-2.22882066165827
6.884223466860743,2023-04-28,3.607228034636453,0.0515228782209757
,2023-01-23,6.652342845647872,1.5446847187035586
8.511633454241814,2023-05-26,5.292560354684593,1.4660301521806574
10.645050557397902,2022-06-12,6.78305322728336,-0.4412914234033513
11.04732178609634,2023-02-17,5.679908992134076,
6.96839431448565,2023-06-15,6.540690215066034,1.6286946853368818
5.962306419048075,2021-10-30,2.7117400591179166,0.3287818831317437
7.564716556509063,2022-03-09,5.336329608307541,3.5946455588501416
7.11031503608702,2023-05-14,4.805920150786357,0.2839175280789504
10.728548034786836,2022-12-21,5.349862754969784,1.228308546771552
9.095604175405295,2022-04-05,2.2428691753257404,1.6308507425533818
,2021-05-03,1.775294209216033,0.1063807738185001
8.111755694797768,2022-04-14,5.735296312453488,0.3975172027746927
8.532260380919194,2022-12-21,4.759988179272305,-0.1594862191452283
8.332263093458966,2021-09-17,,-0.4189858219168892
9.000114446346217,2022-08-28,4.771665494035646,-0.3614384413914571
9.308444011574348,2023-07-09,8.081276371999738,0.5329218350134085
9.719709190897117,2021-10-30,-0.3604517119853275,-0.0673634463588442
2.495382483514149,2022-05-03,6.325482259040756,0.3350710158953795
8.389071525003448,2022-04-26,7.559171230601349,1.0278530064799938
9.491145177569894,2023-01-31,5.652656325125755,-0.3328478688882305
8.766360214094584,2023-09-15,2.0159741392391552,0.4040885029012661
7.196337095120866,2021-01-17,3.125539711879592,2.210953395250574
9.870437939643466,2022-04-22,5.720602023235304,0.2515144348309318
6.504838956012614,2022-08-19,7.021061984225441,1.3028901568991806
9.3429633019926,2023-06-10,5.414031309631213,0.2597522870778931
7.071844837530229,2022-03-03,2.25583620408848,-2.7230267581049645
11.394292339625917,2021-03-20,6.306676369954033,0.5621022932872932
8.12925598460971,2022-12-21,,-1.1232164426859528
7.370797462737869,2022-01-20,4.1069069879040665,0.7537416660758324
9.592914626136755,2023-10-09,8.410892107257183,-0.6683168285561032
8.499518000679553,2021-02-08,5.120200759865902,2.9113027335218016
9.217346078588294,2023-03-26,4.281819319231981,1.3638438623997131
7.782619356600754,2023-06-25,4.107630725576883,3.150599645400787
7.251637770602262,2022-05-07,8.769114065525965,-0.5754455400616518
8.286544573338967,2022-11-26,,-0.5634546191872394
8.280499334956643,2021-10-21,,-0.4191723050421966
7.2897982972944835,2022-12-21,6.492746735706816,0.3251331296617959
10.075076106690648,2023-03-28,7.113250415811725,1.535089697050851
8.861062779553302,2021-03-02,8.670991763345668,-0.0375910386831
9.230691209091509,2023-07-06,6.4759115868551,
6.544947556594122,2022-06-12,7.562663375989072,2.828613103069022
8.745148431110543,2021-03-27,5.21667967391822,0.1830574245935483
11.259422005006506,2023-09-02,,-0.5668236973479771
7.729204170533869,2022-04-08,7.57841581114822,1.872098722300255
7.553585346995065,2021-08-16,6.207162545531128,-0.0702210400913226
8.17801557426699,2023-08-27,4.971981497290258,-1.8341973114212715
8.82763746941479,2022-02-14,5.547211663725749,1.0024323439575569
8.130510376892348,2021-06-29,2.1509460191624337,0.4427953065490786
,2022-04-22,7.741154859716895,0.2142617138579381
9.583109752427523,2021-08-31,5.441191196794479,1.9489211686882468
10.547784669251271,2021-08-21,4.209220918386926,2.2456533968291645
10.270923496372234,2023-06-03,6.18302582334515,0.6644350897868139
6.374610060913705,2023-02-16,6.043846999925818,1.1251134355581094
8.0309239435393,2023-03-17,,1.630510824360621
7.988595574680723,2021-10-08,4.854458982402759,0.9515996008613716
5.591358610610552,2021-07-07,4.469873532838235,0.6396245773178546
7.769695833943949,2023-09-15,6.325197053868893,0.495715872812914
5.978680400716411,2021-02-12,7.194623936213809,1.9545397180872717
6.726939245837681,2021-09-16,8.361353987311592,0.8880039991838071
7.521422229622123,2021-11-07,7.206770017194059,3.300967098370925
,2023-04-29,4.267565709569,2.319425014130216
8.6589607993744,2023-09-29,6.807426353771394,1.8662468685857676
7.975337544774677,2023-09-27,3.862139202468031,0.2840586284056353
7.287792097008285,2022-03-01,6.227378164180848,0.3627834094492513
7.897765196072345,2023-08-27,5.048005803338376,-0.9522049313471156
9.086134014945872,2021-07-16,6.303740066538106,0.126703245088821
8.237555879344132,2022-05-13,3.409733347720954,1.7324924102713255
7.623477896507167,2022-11-17,6.102321028957521,-0.3019486299104523
5.361616862440936,2023-08-20,6.7357273195259415,-0.9617941686963226
7.952918022394164,2023-11-06,5.825877471617497,0.1098434355816613
8.107276028317903,2023-10-14,3.740239012329308,2.031016937684868
8.134965918473613,2023-08-01,7.083157643440561,1.7488998012658226
7.609839996448999,2022-06-30,0.7063600542600399,-1.1283030892655013
7.115549971419528,2023-02-06,4.13936396008277,-1.4930087642777752
8.625356429613364,2022-09-24,5.621228640033835,-0.8151824558222178
9.317317630909503,2021-09-19,6.053213767714691,3.1056116432958603
5.61674649333336,2021-09-02,6.333422139650887,2.747378482897729
8.952260932666057,2023-07-05,2.851051495419777,
6.50256702945997,2021-08-15,-0.8943937859263031,0.4318214180997499
7.374564597106316,2022-11-25,6.129133215288359,0.4968795931458367
8.140314524927524,2022-09-11,4.346513502950335,
5.216969506219927,2021-06-23,3.4004593354771018,1.2450945384021597
9.014427880850125,2023-01-01,6.3801818325415605,0.7229447932494651
7.911889333229309,2021-09-09,3.972982414892061,2.1862432426142155
9.593772685916676,2021-04-15,3.51324890778342,1.242842352347601
10.169791446546013,2023-02-05,6.150047227601665,1.378040228460064
4.899965289378303,2022-04-27,3.6390203207643017,-0.0653146832606519
10.315673869812416,2023-09-19,4.62329811557421,-0.0853968295290498
9.794472709268325,2023-11-25,5.159537916592403,-0.741535505699126
5.416897797880646,2022-10-01,5.11701457768971,-1.3891048390517322
8.38652649871868,2021-12-16,6.054426812776999,-1.3243916087613838
6.722744658964289,2021-05-21,4.909997550863404,-1.6787516703926169
7.823935606807775,2022-02-20,0.1690411830330033,-0.0692093838239907
7.705302030041096,2022-07-18,3.2331902010191857,2.167383629933319
7.766771513976171,2023-04-18,4.677265721232228,0.2001314259897156
,2023-01-01,1.5965817269630485,1.009658823127514
7.614000220659004,2023-09-03,7.125368030192377,
10.4828133245035,2021-11-05,4.1160303260809945,-1.429222470867632
7.5366292002172655,2023-10-04,4.58344220785264,-0.4994260286244013
7.267360889307269,2023-06-29,19.0060213902666,1.561874388260222
7.827015094971382,2022-05-12,6.941943762522143,0.472405351366428
6.375476360253584,2022-03-20,4.441533653142595,3.1663373491010134
9.370150806495207,2021-01-19,3.619520380065385,-0.4450544805932518
9.17871583480858,2022-08-04,4.564472331133185,1.8701240277659088
9.972278715962858,2023-10-08,7.101332808410365,2.945723083383278
6.701093560813082,2023-10-17,,0.5522235246948523
8.443678669391693,2022-07-27,7.198757483741339,0.9490262476673298
7.295219991220067,2023-08-11,3.8224160501248905,-0.5771523834415023
8.856705243599599,2023-06-03,4.068209195717745,-1.5617384619011614
8.537351574435363,2023-10-14,6.221161383960054,
8.540694796009877,2021-09-06,5.681425699633551,-1.1464470059356264
9.180150103348424,2021-01-20,1.1162802661191238,0.3618506563831408
,2023-02-22,4.425235055372495,3.300559193650303
4.609211623755373,2021-07-16,4.707951234757634,0.5801384200494122
6.833682651093154,2022-02-12,,1.239039929652066
8.299097053420637,2023-01-14,8.838574962226499,0.5611418722068531
7.800133688363501,2022-07-07,5.170459364230003,
8.636964325460623,2023-10-23,,2.5563715766435853
,2022-03-19,2.010688044333919,-1.024165204682772
,2021-04-25,,2.0195895853201624
7.42339429583058,2022-05-26,3.934826987579487,0.4247275385201249
6.642265436483829,2023-08-10,6.068756220069144,0.4094236415740171
9.780954080560983,2023-09-24,5.245594596245351,-0.6398513596267601
8.63259590685467,2021-06-22,4.782949623930097,0.8172394927535669
8.396869385535327,2023-06-16,5.549786940873669,-0.0415271729133605
6.942257333529643,2022-03-24,6.8763117204643525,1.9493416068364129
6.82415150977292,2021-03-12,4.856743522916904,2.2593006076894797
10.24923094450482,2023-08-13,1.6410471825263515,1.9653056344216424
7.840421139614458,2022-08-08,,-0.6007929505434985
7.519542019762355,2021-05-29,2.6505145125321525,-0.207300580272239
7.60853625166034,2022-11-18,6.245881339907904,0.1224497997685024
5.958132607775125,2021-09-14,2.0819032937509125,0.416760758518486
8.34791856150606,2021-08-22,3.550377197188966,-1.227861335783046
9.459793156653545,2021-07-18,6.096519091056368,0.0302324306855005
7.671240592917411,2022-10-03,5.138676957912775,-1.185079109796737
6.614830643984458,2021-09-11,6.202764076172118,3.16426170619724
8.76018879835541,2022-05-15,7.71318192667762,-0.0088693131574659
6.764245939082113,2021-11-11,6.952449930732586,0.4936487894673804
10.151578957059384,2021-09-24,7.820886128314189,1.5221388570341394
7.194504792180965,2021-10-24,6.419913911717909,-2.7205727076636954
10.557052825798197,2022-04-18,4.994470324145166,-0.9369527248904538
8.521422205815389,2021-04-29,6.302250448374486,-1.121867227360652
7.285488249596991,2023-03-16,1.250539272349833,0.4761170621192974
7.21017867177896,2023-03-14,4.204489594520026,0.952139734051795
5.254937924506123,2022-11-26,4.5135399697404655,-2.41443626922361
9.493570302332946,2022-08-03,3.2526052545540365,0.5816173420190015
8.880552251409659,2021-04-20,5.557305922377585,0.0269309364985811
8.129931327676312,2021-09-24,6.999385475129931,-0.3600128936199021
7.61810270980453,2021-06-22,5.589429912654414,
7.674295509942817,2021-12-31,5.835174550481718,-2.8096354822446945
10.26544329089855,2023-10-27,3.2348904897069803,
